word;total;ge_std;co_std;male;female;unknown;ar;cl;co;es;mx;pe;ve
comiendo;1907;221.279;76.731;668;400;839;314;281;201;206;407;298;200
alegria;3407;331.520;201.412;1361;755;1291;523;375;825;495;254;294;641
reunion;2094;348.019;113.242;1071;382;641;182;517;271;183;312;335;294
. ...;1075;163.800;50.533;377;186;512;86;120;244;146;169;131;179
danza;661;112.882;37.576;200;119;342;65;87;95;57;116;74;167
usar;2131;251.725;78.924;805;425;901;340;318;187;206;374;391;315
sido;5762;585.909;457.660;2390;1264;2108;319;755;757;1798;662;705;766
pido;2040;159.352;140.143;829;512;699;422;153;540;243;238;172;272
#relax;1187;169.768;70.892;513;201;473;96;158;136;233;78;231;255
negro;3030;381.559;179.591;1108;589;1333;790;385;378;344;285;300;548
levanta;595;64.454;43.120;246;125;224;173;40;72;83;52;95;80
vargas;913;151.004;103.079;478;204;231;22;152;150;48;50;170;321
juegan;708;139.871;34.527;384;106;218;158;59;102;78;72;126;113
web;2125;362.824;152.781;1037;319;769;131;364;277;576;133;291;353
arte;5205;920.927;516.111;1568;909;2728;455;526;529;1870;839;398;588
#salud;1247;299.634;126.261;710;111;426;37;148;214;174;115;123;436
promo;799;107.151;33.707;291;149;359;94;100;93;81;111;175;145
rcn;1847;735.711;692.813;266;1461;120;3;2;1835;0;0;0;7
@latercera;654;87.573;239.263;255;281;118;5;636;1;1;3;7;1
basta;2508;189.945;269.300;809;661;1038;750;233;127;172;206;277;743
fitness;1224;251.537;124.332;657;154;413;35;209;275;183;376;54;92
danyo;1522;134.288;80.114;604;354;564;122;144;361;189;206;237;263
hahahaha;1076;141.804;109.409;462;197;417;4;90;98;152;208;351;173
esten;1130;141.991;40.566;396;226;508;169;141;221;133;170;100;196
men;536;93.152;19.260;244;72;220;113;70;79;57;56;78;83
cerrado;698;107.821;13.853;332;118;248;86;114;95;103;78;111;111
gustaria;2968;554.308;285.057;1554;446;968;351;277;1058;428;289;269;296
hermanita;582;44.396;34.348;224;143;215;95;88;141;32;57;73;96
alguno;812;95.144;39.387;354;167;291;148;74;95;183;79;106;127
junior;1027;207.235;267.029;493;106;428;38;42;751;57;31;79;29
manos;3814;446.590;185.196;1366;785;1663;497;384;781;583;345;423;801
/;54554;8699.761;3788.979;24716;8309;21529;5580;11845;4620;5433;14288;7636;5152
entrando;824;280.036;137.992;590;55;179;54;85;429;65;59;48;84
paga;1120;158.254;51.095;475;191;454;172;125;153;137;103;168;262
antes;12337;1468.583;267.651;5156;2433;4748;1943;1710;1333;2147;1756;1896;1552
pobres;1227;158.899;53.640;561;244;422;201;160;188;122;177;109;270
cuidado;1689;226.073;75.239;748;311;630;112;211;243;262;207;323;331
resulta;920;85.471;36.683;354;208;358;91;104;115;148;203;127;132
dm;1714;253.902;136.349;675;282;757;108;488;195;85;297;242;299
muertos;1528;231.537;114.775;710;256;562;163;129;185;207;214;160;470
ensalada;748;47.173;30.158;254;200;294;112;142;66;129;80;135;84
raja;831;124.808;272.869;364;134;333;15;737;5;14;15;39;6
victima;558;94.694;36.913;277;88;193;76;52;155;50;53;81;91
un;240934;32113.212;3037.562;102682;43515;94737;33761;32373;35396;39843;30841;32416;36304
provecho;584;125.958;77.507;302;56;226;10;28;40;27;182;102;195
tips;537;64.490;30.059;192;109;236;35;97;97;43;60;95;110
entregar;522;70.000;40.373;204;94;224;65;114;101;15;73;33;121
gustar;518;47.606;20.624;169;127;222;75;56;69;97;84;96;41
vaina;1435;264.519;321.849;624;173;638;3;37;389;29;8;102;867
tia;2230;200.435;98.627;586;675;969;292;379;226;483;240;382;228
tanta;3629;296.541;116.014;1266;889;1474;584;508;586;354;387;526;684
hermosa;7578;660.955;546.194;2755;1781;3042;1409;827;1737;119;964;958;1564
dios;28009;2982.452;3336.602;10640;5924;11445;2574;1148;8842;1418;2488;2772;8767
never;1142;77.184;66.306;442;294;406;93;143;127;169;280;220;110
cumpleanyos;8755;851.263;489.621;3481;1939;3335;786;1507;1845;720;1181;861;1855
colegio;3065;360.856;184.744;1233;605;1227;777;494;479;254;271;494;296
municipal;1236;194.903;147.188;491;190;555;59;466;65;127;258;188;73
desea;618;125.176;63.126;191;89;338;35;44;145;56;66;66;206
gratis;2813;494.441;93.267;1266;369;1178;364;495;445;530;389;315;275
boda;988;62.429;110.730;374;258;356;40;31;57;286;291;160;123
capitulo;1997;238.112;132.458;857;399;741;190;532;207;319;199;376;174
candidatos;1188;189.549;129.049;604;233;351;154;54;298;98;73;113;398
juegos;1401;232.987;67.428;654;206;541;129;198;215;168;192;160;339
principal;815;137.143;46.708;370;115;330;64;73;127;127;116;102;206
defiende;531;105.532;34.124;294;89;148;73;64;72;79;28;72;143
varias;1225;170.957;30.692;543;216;466;122;202;179;158;163;214;187
perro;2873;343.092;85.984;1116;564;1193;571;441;371;327;448;390;325
quieren;4814;544.846;214.962;1940;976;1898;697;503;739;463;674;620;1118
haga;3391;346.766;92.246;1244;741;1406;568;363;539;435;386;497;603
debe;8381;1345.186;520.143;3936;1311;3134;828;1064;1428;664;794;1456;2147
#handmade;570;183.008;106.805;192;6;372;0;10;7;10;202;259;82
rostro;585;87.230;34.190;275;102;208;36;101;98;34;90;111;115
aquella;638;73.330;28.818;256;128;254;95;41;124;115;90;67;106
pibe;709;141.076;224.719;231;98;380;610;9;45;10;10;19;6
marco;1250;210.837;57.902;563;175;512;77;222;127;169;235;209;211
viajar;1839;206.284;75.780;574;429;836;293;287;374;167;200;320;198
empate;517;150.151;25.030;337;43;137;112;67;83;80;44;89;42
grabando;742;19.399;60.745;257;225;260;43;106;169;55;64;205;100
cable;577;80.885;34.078;242;99;236;89;121;57;42;48;125;95
palacio;1674;288.380;231.078;811;244;619;99;193;114;234;751;172;111
idiota;1263;130.736;76.300;437;283;543;334;91;192;155;132;190;169
plena;748;92.878;31.201;323;145;280;96;90;105;108;58;151;140
campeon;2860;699.008;136.393;1673;277;910;665;367;528;287;337;336;340
20;5662;833.028;146.966;2320;927;2415;749;789;966;1045;614;758;741
despues;18159;1767.434;437.179;7242;4022;6895;3374;2614;2273;2957;2410;2429;2102
#argentina;1632;485.198;317.754;1087;153;392;934;177;72;38;29;224;158
pilar;583;116.903;105.871;162;97;324;93;27;37;317;17;41;51
museo;2917;416.213;318.325;1369;539;1009;146;534;290;476;1048;308;115
son;40564;4971.417;1199.187;16254;7783;16527;5415;4840;6244;5598;4946;5220;8301
sta;791;82.585;96.544;295;170;326;69;91;58;55;84;106;328
bs;1504;297.886;304.533;747;170;587;530;117;23;40;5;26;763
growing;667;143.744;49.443;361;74;232;108;85;66;57;52;196;103
video;28695;5724.164;1106.511;13190;2966;12539;2069;3840;4493;3338;5008;5158;4789
deseo;2944;325.150;158.561;1113;611;1220;309;239;595;357;444;330;670
abuelo;719;61.493;39.131;269;169;281;181;78;89;102;83;122;64
ojos;5606;581.030;153.465;1761;1349;2496;861;541;1035;698;863;825;783
usted;5013;568.904;705.353;2029;1015;1969;263;550;2249;290;541;294;826
audio;1275;160.944;57.150;479;244;552;234;169;156;118;114;234;250
prefiero;1875;202.615;32.744;698;396;781;326;282;251;270;222;276;248
pega;1804;205.841;387.104;800;389;615;157;1133;126;126;67;83;112
volvi;916;98.976;68.224;325;198;393;265;135;121;56;125;146;68
torre;1644;343.494;200.164;826;164;654;55;273;136;190;642;70;278
@nicolasmaduro;5746;605.526;1996.721;2138;1230;2378;20;83;219;25;4;49;5346
divina;848;82.718;77.819;319;188;341;188;57;168;74;61;55;245
conozco;1907;190.647;57.486;716;418;773;387;268;231;255;299;255;212
pica;508;53.003;48.624;132;146;230;47;171;32;71;30;66;91
ponga;874;102.276;39.743;300;185;389;180;76;107;179;104;122;106
quedara;556;63.540;18.438;224;112;220;74;72;83;97;46;82;102
volumen;576;64.086;20.798;218;119;239;67;53;89;82;74;118;93
cambian;763;58.321;18.193;289;187;287;128;78;120;124;107;114;92
imagen;2963;444.144;179.620;1232;475;1256;231;344;479;488;331;316;774
ni;31401;3508.316;797.205;11721;6504;13176;5680;3083;4157;4635;4798;4217;4831
rojo;1861;200.363;80.485;739;389;733;325;182;362;225;163;256;348
jamas;4254;406.479;170.501;1458;993;1803;530;479;732;317;784;679;733
energy;822;301.766;179.333;608;21;193;7;62;482;25;229;14;3
sigueme;1431;166.154;161.635;460;320;651;12;404;144;104;66;304;397
parecer;1129;171.646;56.897;498;180;451;86;253;143;120;172;214;141
hoy;74110;9086.395;1667.998;28670;14308;31132;10118;9318;12464;12210;9358;8443;12199
bellas;1492;205.115;109.993;689;281;522;81;285;126;223;322;105;350
much;821;36.116;40.549;242;266;313;98;93;97;110;145;197;81
plata;4203;630.213;633.599;1565;705;1933;1951;546;665;129;57;436;419
besito;566;61.330;34.658;118;228;220;111;74;79;138;31;73;60
frontera;837;168.000;138.342;399;87;351;18;91;151;80;43;37;417
cancha;1752;362.371;193.692;931;208;613;642;260;229;37;145;299;140
politicos;1915;374.236;117.939;1020;272;623;203;338;258;274;155;185;502
an;1793;324.537;235.896;925;276;592;67;167;144;254;207;179;775
hecho;7307;815.504;462.396;2970;1497;2840;557;899;913;2026;863;1094;955
post;2419;234.592;341.468;993;543;883;150;531;79;1035;147;334;143
atletico;631;188.468;73.270;406;30;195;73;36;226;158;44;41;53
justin;782;110.111;30.918;239;163;380;104;93;67;150;93;128;147
andalucia;693;202.215;248.713;460;156;77;7;3;9;663;2;6;3
medida;771;119.862;49.361;294;123;354;79;82;154;111;69;76;200
acabar;1300;161.989;147.378;553;249;498;32;58;182;481;162;157;228
darse;533;58.158;13.409;218;111;204;60;86;87;62;70;73;95
publicado;2231;283.740;304.380;812;432;987;17;219;266;970;204;353;202
don't;2021;170.086;137.523;803;481;737;132;241;254;336;477;445;136
@rcnlaradio;706;302.327;260.252;76;584;46;1;1;691;3;0;0;10
estos;10654;1386.186;374.440;4601;1980;4073;1418;1391;1562;1626;1118;1262;2277
sorteo;561;104.848;73.814;244;66;251;78;70;54;243;27;47;42
nena;1193;159.676;145.243;309;302;582;494;86;170;128;113;99;103
noo;527;70.812;53.724;114;160;253;188;91;62;48;36;70;32
tendria;1105;151.583;150.956;423;197;485;490;100;77;164;99;127;48
10-4-;800;259.340;302.372;282;0;518;0;800;0;0;0;0;0
pobre;3705;386.377;162.476;1448;789;1468;843;546;407;356;420;567;566
mal;19627;2028.025;896.754;7378;4230;8019;4826;2477;2465;2621;2304;2512;2422
galeria;701;123.062;100.968;272;96;333;42;323;42;90;100;51;53
muchas;12110;1236.145;703.909;4689;2611;4810;1079;1548;1818;3033;2206;1056;1370
perdona;510;53.926;34.902;206;108;196;55;34;70;146;71;72;62
television;1151;221.209;59.461;617;177;357;76;179;242;170;131;230;123
homenaje;1085;151.797;66.355;492;195;398;91;179;264;205;90;99;157
#spain;669;61.221;189.685;229;281;159;78;9;14;522;21;23;2
otro;13900;1703.405;227.607;5780;2676;5444;2207;1854;1996;2309;1664;1810;2060
#fb;1789;411.728;254.140;826;842;121;40;630;571;298;167;47;36
musica;10314;1720.518;381.556;3882;1539;4893;1273;1277;2225;1624;1132;1195;1588
suyo;587;57.274;31.040;243;132;212;56;64;137;114;56;74;86
crush;557;134.812;89.325;164;63;330;38;22;39;29;265;128;36
llorando;1141;107.342;53.122;352;290;499;266;149;122;157;190;154;103
#labarbaeselrey;685;395.485;258.906;0;0;685;0;0;0;0;685;0;0
genio;1249;107.188;140.115;487;293;469;470;123;239;106;72;155;84
diablo;909;116.550;50.416;331;175;403;122;73;114;75;160;149;216
sabemos;1863;138.921;72.100;676;463;724;240;153;261;290;216;348;355
salon;1364;136.141;122.735;577;308;479;86;122;145;102;437;243;229
ganar;4905;943.064;144.986;2540;658;1707;725;607;954;719;488;647;765
bella;5040;564.142;581.530;1876;1044;2120;322;640;623;411;494;536;2014
verguenza;2885;355.012;189.077;1315;605;965;703;475;267;584;151;348;357
conseguir;1611;292.964;163.409;585;223;803;144;97;178;316;149;160;567
gustavo;1007;109.098;112.665;442;224;341;143;104;103;25;382;99;151
universitario;731;78.526;102.385;321;164;246;27;36;29;66;309;103;161
bio;567;81.413;116.316;235;95;237;40;336;20;101;14;17;39
gritar;568;55.148;24.320;194;132;242;113;50;68;72;64;112;89
piensan;808;108.519;42.063;354;147;307;125;59;141;87;113;94;189
tercer;846;113.618;17.911;379;157;310;108;112;104;145;132;141;104
deberiamos;528;39.686;14.695;206;131;191;45;71;90;77;85;81;79
encuentran;533;65.577;21.920;213;102;218;50;79;85;48;82;77;112
cantidad;1007;151.097;49.293;437;162;408;188;137;135;115;84;118;230
doctor;747;117.461;36.609;342;117;288;49;140;111;72;149;129;97
dead;712;152.959;28.704;401;98;213;69;156;75;108;112;95;97
porfa;950;112.483;81.028;388;187;375;104;313;101;80;142;86;124
buscar;2961;426.932;94.954;1306;502;1153;568;483;378;291;333;453;455
informacion;3266;573.193;226.827;1309;438;1519;135;517;789;426;350;337;712
watch;524;102.007;29.464;276;72;176;28;78;61;74;100;120;63
https://t.co/khx8s3sy3t;929;536.358;351.129;929;0;0;0;0;929;0;0;0;0
fue;24215;2758.300;1032.377;9806;4891;9518;4705;3498;3793;1561;2697;4014;3947
#music;1909;501.799;115.939;1168;171;570;138;247;300;435;146;238;405
comi;771;63.095;81.288;253;196;322;245;192;42;20;105;100;67
sector;1658;350.406;209.658;877;181;600;55;435;154;191;64;143;616
celebramos;519;71.141;45.849;153;114;252;14;54;104;133;40;50;124
maquina;754;134.946;41.796;362;101;291;108;112;85;177;62;66;144
#ciclismo;727;401.555;264.218;13;8;706;3;4;6;10;0;1;703
fuck;783;139.989;36.848;329;100;354;100;133;109;74;170;133;64
querida;1928;150.932;99.592;783;483;662;312;420;278;213;154;179;372
montanya;561;91.657;38.247;256;83;222;33;92;87;93;49;58;149
50;2548;401.443;45.295;1133;390;1025;309;329;358;386;364;352;450
democracia;1570;308.662;146.958;872;285;413;276;147;224;257;55;108;503
guadalajara;3085;827.068;1122.877;1933;311;841;18;5;16;16;2987;41;2
muriendo;848;106.020;54.272;242;203;403;147;78;70;69;194;186;104
mama;8406;776.799;387.045;2474;2243;3689;1747;1231;1275;492;1256;1413;992
tiempo;20225;2138.635;262.648;7781;4282;8162;2602;2447;3175;3038;2950;3027;2986
senyales;529;117.296;45.295;308;83;138;48;122;46;157;62;53;41
ayyy;510;66.641;45.179;101;175;234;94;47;163;71;32;66;37
detalles;1914;214.007;93.261;640;423;851;113;236;341;246;261;308;409
locas;633;70.193;10.422;168;173;292;103;78;82;103;81;95;91
abuso;590;37.099;70.964;237;164;189;63;51;74;27;32;111;232
haya;3236;357.010;119.845;1366;679;1191;577;434;324;656;396;489;360
expo;923;91.522;99.065;310;215;398;38;123;52;237;296;119;58
totalmente;2523;281.558;152.511;1011;516;996;361;219;408;388;196;298;653
anuncio;733;91.686;75.303;319;142;272;68;49;82;260;71;58;145
sacando;545;100.759;23.148;272;73;200;115;106;67;54;73;64;66
colombiano;1325;223.467;320.041;593;185;547;26;37;889;20;35;57;261
libro;4549;472.927;176.853;1577;1016;1956;419;590;513;848;883;744;552
polo;585;87.641;57.628;251;94;240;100;49;114;68;29;192;33
planes;1328;143.619;49.480;519;277;532;156;118;180;218;245;250;161
encuentro;3226;336.298;107.817;1293;688;1245;393;633;598;421;393;422;366
hugo;777;169.567;155.816;243;98;436;78;45;48;34;59;50;463
cosas;20899;1898.159;471.881;7573;4839;8487;3562;2140;3359;3162;3138;2793;2745
ese;22322;2588.852;886.132;8759;4458;9105;3237;2431;4352;2080;2513;3531;4178
estaban;1047;143.816;40.648;458;186;403;219;182;146;111;104;129;156
encanto;1642;96.262;48.487;501;483;658;198;211;253;250;318;245;167
good;3272;278.256;168.311;1317;780;1175;256;380;420;786;429;572;429
ejemplo;2769;375.996;103.452;1231;504;1034;293;264;504;444;374;353;537
jovenes;1889;332.656;105.664;982;321;586;196;139;349;237;208;313;447
escrito;718;71.815;30.347;266;158;294;77;89;116;155;65;96;120
mantener;797;104.620;54.291;321;145;331;82;87;96;98;96;102;236
deuda;738;203.914;79.622;477;91;170;77;70;72;107;45;86;281
nicolas;1767;271.442;308.450;789;280;698;149;136;60;75;360;75;912
oh;3358;272.383;143.594;1199;816;1343;319;669;355;506;532;635;342
@elcorreoweb;711;407.037;268.733;707;4;0;0;0;0;711;0;0;0
plan;3517;454.953;204.409;1436;647;1434;304;280;681;658;369;434;791
studio;565;116.629;50.757;320;98;147;22;74;129;57;133;131;19
not;2097;210.772;133.506;854;459;784;125;249;249;338;532;391;213
gano;3020;543.601;159.656;1517;435;1068;677;392;438;212;265;508;528
https://t.co/zu9c82rgab;715;412.805;270.245;715;0;0;0;0;715;0;0;0;0
agua;5280;654.236;185.722;2115;1005;2160;629;758;659;627;788;668;1151
robo;1049;146.569;42.338;480;191;378;180;159;152;75;140;132;211
yo;81253;7615.000;1745.489;27085;19469;34699;13964;9193;13193;12243;11789;11210;9661
comenzo;1060;177.009;82.750;473;150;437;132;208;166;46;82;130;296
encima;3365;320.347;384.084;1208;767;1390;1212;344;238;763;122;458;228
motivacion;528;70.150;35.832;227;96;205;37;75;109;137;47;69;54
venezolanos;2070;331.227;630.540;956;319;795;19;57;89;139;6;38;1722
contrario;1109;159.105;24.697;499;192;418;125;139;151;164;159;168;203
cama;4980;548.492;260.025;1471;1231;2278;1108;719;480;823;603;902;345
gracias;62584;5802.779;2262.574;24606;14177;23801;6733;8905;11781;11388;8351;5661;9765
fria;1000;108.855;43.952;374;210;416;160;104;214;91;117;179;135
pastor;798;150.250;67.196;381;96;321;28;113;73;84;174;97;229
year;523;62.740;30.379;240;115;168;37;61;73;88;120;101;43
perfeccion;574;69.580;24.104;242;112;220;70;132;72;93;61;70;76
mirar;1774;173.529;124.646;688;391;695;497;162;288;306;133;196;192
#talento;536;264.746;138.493;39;13;484;1;3;13;126;7;12;374
ala;750;105.257;50.998;280;133;337;138;65;170;153;28;112;84
basura;1617;272.666;87.124;597;242;778;162;329;193;158;180;217;378
international;635;95.144;53.618;295;108;232;20;73;108;37;179;121;97
calle;5959;818.286;347.335;2570;1051;2338;663;652;947;1200;522;556;1419
pablo;2216;350.132;128.456;1045;357;814;251;399;305;559;160;258;284
terminamos;635;86.396;33.300;226;119;290;151;73;87;71;83;118;52
els;699;95.142;237.666;311;127;261;0;54;3;637;1;4;0
hermosas;1110;105.513;98.336;382;259;469;130;108;272;24;150;119;307
lucha;2177;273.244;248.024;992;446;739;152;163;319;264;174;249;856
celos;666;73.817;51.541;174;185;307;128;39;185;50;119;73;72
df;12846;2546.546;4720.025;6546;1525;4775;32;32;72;91;12539;60;20
time;3862;428.696;301.150;1557;793;1512;211;401;486;638;1041;820;265
actriz;514;63.705;27.030;213;98;203;43;72;96;62;45;78;118
salvo;749;129.276;39.522;370;113;266;148;114;121;93;46;155;72
in;91962;14175.773;12928.587;44477;16150;31335;4167;19133;4148;5866;38287;17350;3011
rios;754;147.073;127.534;401;107;246;119;388;78;21;36;54;58
capriles;876;134.443;303.550;447;207;222;2;11;36;8;1;5;813
llegado;1461;169.316;137.986;563;293;605;99;169;167;514;182;141;189
#followme;864;227.493;136.482;487;40;337;11;352;144;68;11;16;262
diferencia;1936;283.084;50.302;885;333;718;279;211;270;302;254;249;371
status;753;87.790;51.665;352;193;208;169;59;145;66;47;104;163
darte;1111;110.564;40.987;388;252;471;138;85;194;136;187;196;175
cristal;645;125.012;96.413;341;91;213;51;59;43;98;53;306;35
ajena;507;42.000;28.512;169;127;211;74;63;58;63;64;50;135
fisico;616;101.658;21.354;223;96;297;63;69;119;103;68;98;96
siquiera;1234;143.786;32.735;514;247;473;192;196;179;105;174;200;188
eras;811;70.002;28.263;271;200;340;161;78;101;104;137;131;99
universal;606;66.023;39.723;269;137;200;34;62;81;93;162;74;100
@dcabellor;1357;142.072;497.074;428;324;605;1;16;16;2;0;1;1321
rafael;1036;224.910;177.277;361;113;562;13;47;172;140;82;52;530
it;6080;711.284;352.144;2712;1292;2076;509;770;772;989;1250;1361;429
podria;2960;354.664;90.927;1276;591;1093;378;569;348;499;457;401;308
politicas;924;171.035;36.905;481;139;304;115;87;176;134;143;91;178
pendiente;1477;240.076;115.940;540;232;705;83;109;266;145;244;206;424
municipio;573;68.088;86.231;251;117;205;38;47;146;22;53;16;251
policias;739;135.005;71.190;382;112;245;77;23;102;53;87;164;233
persona;9595;1009.979;310.310;3280;2150;4165;1276;813;1811;1281;1516;1343;1555
look;1934;217.859;145.729;541;498;895;162;236;193;594;270;272;207
;;12959;2322.817;538.758;6620;1975;4364;1173;1376;2565;1496;1748;2247;2354
personaje;1020;111.727;45.088;406;211;403;112;173;212;164;72;152;135
#felizmiercoles;667;151.004;78.413;221;72;374;4;146;105;90;74;15;233
actor;803;103.838;29.887;321;148;334;62;99;136;117;128;106;155
haces;4473;363.253;181.061;1555;1100;1818;960;390;623;579;657;749;515
antioquia;1078;183.533;395.144;501;152;425;1;0;1050;2;7;17;1
subir;1609;240.188;41.050;654;260;695;248;221;247;303;180;218;192
rutina;1248;117.043;28.093;403;306;539;207;166;197;206;141;144;187
8:;841;140.607;50.204;359;118;364;50;103;186;69;120;144;169
pelotas;531;59.557;95.157;174;119;238;285;88;17;51;25;35;30
